name_a,name_b,target
Ag,Adde,1
Ag,Agatha,1
Ag,Agge,1
Ag,Agnes,1
Aga,Agahel,1
Aga,Asaph,1
Agahel,Asaph,1
Agatha,Agnes,1
Agge,Adde,1
Agge,Agatha,1
Agge,Agnes,1
Agge,Ann,1
Agge,Auge,1
Agge,August,1
Agge,Augusta,1
Agge,Gus,1
Agge,Guse,1
Agge,Gusse,1
Agge,Inez,1
Agge,Nance,1
Agge,Nessa,1
Agge,Nesse,1
Agge,Tina,1
Aggie,Agnes,1
Aggie,Nes,1
Aggie,Nesey,1
Agnes,Aggie,1
Agnes,Ann,1
Agnes,Nancy,1
Agniesia,Aga,1
Agniesia,Agnieszka,1
Agniesia,Agunia,1
Agniesia,Agusia,1
Agniesia,Jagusia,1
Agnieszka,Aga,1
Agnieszka,Agunia,1
Agnieszka,Agusia,1
Agunia,Aga,1
Agusia,Aga,1
Agusia,Agunia,1
Akin,Akinwande,1
Akin,Wande,1
Al,Ala,1
Al,Alastair,1
Al,Alderick,1
Al,Alec,1
Al,Alex,1
Al,Bert,1
Al,Bertie,1
Al,Ec,1
Al,Sande,1
Al,Sander,1
Al,Sasha,1
Ala,Alastair,1
Alaina,Elaina,1
Alaina,Elaine,1
Alaina,Eleanor,1
Alaina,Laine,1
Alan,Al,1
Alan,Alanson,1
Alan,Allan,1
Alan,Allen,1
Alan,Lanson,1
Alan,Len,1
Alan,Lonson,1
Alanson,Al,1
Alanson,Lanson,1
Alanson,Lonson,1
Alasdair,Alasdairean,1
Alasdran,Alasdair,1
Alasdran,Alasdairean,1
Albert,Ab,1
Albert,Al,1
Albert,Appie,1
Albert,Bert,1
Albert,Berti,1
Albert,Bertie,1
Albert,Berto,1
Albertine,Abertina,1
Albertine,Alberta,1
Albertine,Elbert,1
Alberto,Al,1
Alberto,Albert,1
Alberto,Francesco,1
Alberto,Vincenzo,1
Ale,Alecu,1
Ale,Alex,1
Ale,Alexandru,1
Ale,Alice,1
Ale,Alicia,1
Ale,Alisha,1
Ale,Alison,1
Ale,Ele,1
Ale,Elicia,1
Ale,Elisha,1
Ale,Else,1
Ale,Sandu,1
Alec,Al,1
Alec,Alex,1
Alec,Alexander,1
Alec,Ec,1
Alec,Lex,1
Alec,Sande,1
Alec,Sander,1
Alec,Sandy,1
Alek,Aleks,1
Alek,Aleksander,1
Alek,Oleczek,1
Alek,Olek,1
Alek,Oleniek,1
Alek,Olus,1
Aleks,Aco,1
Aleks,Aleksa,1
Aleks,Aleksander,1
Aleks,Aleksandra,1
Aleks,Sande,1
Aleks,Saska,1
Aleksa,Aco,1
Aleksandar,Aca,1
Aleksandar,Aco,1
Aleksandar,Aleks,1
Aleksandar,Aleksa,1
Aleksandar,Sale,1
Aleksandar,Sande,1
Aleksandar,Sasa,1
Aleksandar,Sasho,1
Aleksandr,Aleksandra,1
Aleksandr,Sanka,1
Aleksandr,Sanya,1
Aleksandr,Sasha,1
Aleksandr,Sashechka,1
Aleksandr,Sashenka,1
Aleksandr,Sashka,1
Aleksandr,Shura,1
Aleksandr,Shurik,1
Aleksandr,Shurka,1
Aleksandr,Shurochka,1
Aleksandra,Aleks,1
Aleksandra,Sandra,1
Aleksandra,Sasa,1
Aleksandra,Sasha,1
Aleksandra,Shurik,1
Aleksandro,Alecjo,1
Aleksanteri,Aleksi,1
Aleksej,Aleks,1
Aleksej,Ales,1
Aleksey,Alyosha,1
Aleksey,Alyoshenka,1
Aleksey,Alyoshka,1
Aleksey,Lycha,1
Aleksi,Leksi,1
Aleksic,Aleks,1
Aleksic,Aleksandra,1
Aleksic,Saska,1
Aleksica,Acika,1
Aleksica,Aleks,1
Aleksica,Aleksandra,1
Aleksica,Aleksic,1
Aleksica,Aleksinka,1
Aleksica,Sandra,1
Aleksica,Sasa,1
Aleksica,Saska,1
Aleksinka,Acika,1
Aleksinka,Aleks,1
Aleksinka,Aleksandra,1
Aleksinka,Aleksic,1
Aleksinka,Sandra,1
Aleksinka,Saska,1
Alenka,Helena,1
Alenka,Lenka,1
Alenka,Magdalena,1
Alenka,Maja,1
Alenka,Majda,1
Ales,Aleks,1
Aleva,Leve,1
Alex,Al,1
Alex,Ala,1
Alex,Alastair,1
Alex,Alec,1
Alex,Alecu,1
Alex,Alex,1
Alex,Alexander,1
Alex,Alexandra,1
Alex,Ali,1
Alex,Cass,1
Alex,Ec,1
Alex,Lee,1
Alex,Lexi,1
Alex,Sande,1
Alex,Sander,1
Alex,Sandra,1
Alex,Sandu,1
Alex,Sandy,1
Alex,Sasha,1
Alex,Xana,1
Alex,Xande,1
Alex,Xaninha,1
Alex,Xlexandre,1
Alexa,Alex,1
Alexa,Alexandria,1
Alexa,Lex,1
Alexa,Lexa,1
Alexa,Lexi,1
Alexa,Sandra,1
Alexa,Sandy,1
Alexander,Al,1
Alexander,Alec,1
Alexander,Alex,1
Alexander,Alexandr,1
Alexander,Ander,1
Alexander,Ec,1
Alexander,Eleck,1
Alexander,Lexi,1
Alexander,Sande,1
Alexander,Sander,1
Alexander,Sandy,1
Alexander,Sasa,1
Alexander,Sasha,1
Alexandra,Alex,1
Alexandra,Alexa,1
Alexandra,Alexander,1
Alexandra,Alexandria,1
Alexandra,Alexia,1
Alexandra,Cass,1
Alexandra,Lex,1
Alexandra,Lexa,1
Alexandra,Lexi,1
Alexandra,Sande,1
Alexandra,Sandra,1
Alexandra,Sandy,1
Alexandra,Sasha,1
Alexandra,Xan,1
Alexandra,Xandra,1
Alexandre,Alex,1
Alexandre,Anderxie,1
Alexandre,Lex,1
Alexandre,Sander,1
Alexandre,Sandy,1
Alexandria,Alex,1
Alexandria,Cass,1
Alexandria,Lexi,1
Alexandria,Sande,1
Alexandria,Sandra,1
Alexandria,Sandy,1
Alexandria,Sasha,1
Alexandru,Alecu,1
Alexandru,Alex,1
Alexandru,Sandu,1
Alexia,Sandra,1
Alf,Affe,1
Alf,Al,1
Alf,Alfie,1
Alf,Alfred,1
Alfe,Al,1
Alfe,Alf,1
Alfe,Alfred,1
Alfe,Alfreda,1
Alfe,Fred,1
Alfe,Freda,1
Alfe,Fredde,1
Alfe,Frieda,1
Alfie,Al,1
Alfie,Alf,1
Alfie,Alfred,1
Alfie,Fred,1
Alfie,Freddy,1
Alfred,Al,1
Alfred,Alf,1
Alfred,Alfie,1
Alfreda,Freda,1
Alfreda,Fredde,1
Ali,Alexandra,1
Ali,Alicia,1
Ali,Allison,1
Alice,Ali,1
Alice,Alicia,1
Alice,Alisha,1
Alice,Allison,1
Alice,Baisse,1
Alice,Bess,1
Alice,Besse,1
Alice,Beth,1
Alice,Bethia,1
Alice,Betse,1
Alice,Bette,1
Alice,Bitse,1
Alice,Ele,1
Alice,Elicia,1
Alice,Elis,1
Alice,Elisha,1
Alice,Elissa,1
Alice,Elizabeth,1
Alice,Else,1
Alice,Lib,1
Alice,Libbe,1
Alice,Lidde,1
Alice,Lise,1
Alice,Liz,1
Alice,Lizabeth,1
Alice,Lizzie,1
Alicia,Allison,1
Alicia,Elicia,1
Aline,Ada,1
Aline,Adaline,1
Aline,Adela,1
Aline,Adelaide,1
Aline,Delia,1
Aline,Dell,1
Aline,Edith,1
Aline,Lena,1
Alisha,Alicia,1
Alisha,Baisse,1
Alisha,Bess,1
Alisha,Besse,1
Alisha,Beth,1
Alisha,Bethia,1
Alisha,Bette,1
Alisha,Ele,1
Alisha,Elicia,1
Alisha,Elisha,1
Alisha,Elizabeth,1
Alisha,Else,1
Alisha,Lib,1
Alisha,Lidde,1
Alisha,Lise,1
Alisha,Liz,1
Alisha,Lizabeth,1
Alisha,Lizzie,1
Alison,Ali,1
Alison,Alice,1
Alison,Alicia,1
Alison,Alisha,1
Alison,Allison,1
Alison,Ele,1
Alison,Elicia,1
Alison,Elisha,1
Alla,Alex,1
Alla,Alexandra,1
Alla,Alexandria,1
Alla,Cass,1
Alla,Lexa,1
Alla,Sande,1
Alla,Sandra,1
Alla,Sasha,1
Alla,Xan,1
Allan,Al,1
Allan,Allen,1
Allan,Len,1
Alle,Abertina,1
Alle,Alberta,1
Alle,Albertine,1
Alle,Ale,1
Alle,Alice,1
Alle,Alicia,1
Alle,Alisha,1
Alle,Alison,1
Alle,Berte,1
Alle,Elbert,1
Alle,Ele,1
Alle,Elicia,1
Alle,Elisha,1
Alle,Ellis,1
Alle,Else,1
Alle,Lisa,1
Alle,Lish,1
Allen,Al,1
Allen,Len,1
Allie,Ali,1
Allie,Alice,1
Allie,Alicia,1
Allie,Alison,1
Allie,Allison,1
Allison,Allie,1
Allison,Ally,1
Allu,Aleksi,1
Allu,Leksi,1
Ally,Allie,1
Almena,Alle,1
Almena,Mena,1
Almina,Minne,1
Alojz,Alogzij,1
Alojz,Lojz,1
Alonzo,Al,1
Alonzo,Alphonzo,1
Alonzo,Lonnie,1
Alphinias,Alphus,1
Alphinias,Phineas,1
Alphonzo,Al,1
Alphus,Phineas,1
Althea,Thea,1
Aly,Ali,1
Aly,Alice,1
Aly,Alicia,1
Aly,Alison,1
Aly,Allie,1
Aly,Allison,1
Aly,Cya,1
Alyonka,Alyona,1
Alyonka,Alyonooshka,1
Alyonooshka,Alyona,1
Alyoshenka,Alyosha,1
Alyoshenka,Alyoshka,1
Alyoshenka,Lycha,1
Alyoshka,Alyosha,1
Alyoshka,Lycha,1
Alzbeta,Bety,1
Amaa,Amandhi,1
Amabel,Bella,1
Amabel,Hette,1
Amabel,Hitte,1
Amabel,Mabel,1
Amabel,Mehetabel,1
Amabel,Mehetable,1
Amabel,Mehitabel,1
Amabel,Mehitable,1
Amabel,Mitte,1
Amanda,Armanda,1
Amanda,Mandy,1
Ame,Amalia,1
Ame,Amelia,1
Ame,Emile,1
Ame,Mel,1
Ame,Melia,1
Ame,Melle,1
Ame,Mildred,1
Ame,Mille,1
Ame,Molle,1
Ame,Parmelia,1
Ame,Permelia,1
Amelia,Em,1
Amelia,Emeline,1
Amelia,Emile,1
Amelia,Emme,1
Amelia,Emmer,1
Amelia,Erma,1
Amelia,Lina,1
Amelia,Mel,1
Amelia,Melle,1
Amelia,Mildred,1
Amelia,Parmelia,1
Ami,Ansku,1
Amirali,Amir,1
Ana,Anci,1
Ana,Ancka,1
Ana,Anica,1
Ana,Aninha,1
Ana,Aninhas,1
Ana,Anja,1
Ana,Anka,1
Ana,Annalisa,1
Ana,Anneliese,1
Ana,Annie,1
Ana,Antsu,1
Ana,Anuska,1
Anabelle,Arabella,1
Anabelle,Arre,1
Anabelle,Bella,1
Anabelle,Belle,1
Anacska,Ancika,1
Anacska,Ani,1
Anacska,Anika,1
Anacska,Anka,1
Anacska,Anna,1
Anacska,Anne,1
Anacska,Annus,1
Anacska,Annuska,1
Anacska,Nusica,1
Anacska,Panna,1
Anacska,Pannika,1
Anastasia,Ana,1
Anastasia,Stace,1
Anastasiya,Nastasya,1
Anastasiya,Nastenka,1
Anastasiya,Nastka,1
Anastasiya,Nastya,1
Anastasiya,Nastyona,1
Anastasiya,Nastyushka,1
Anastazie,Any,1
Anastazie,Staza,1
Anatoly,Tolechka,1
Anatoly,Tolik,1
Ance,Ander,1
Ance,Andre,1
Ance,Anse,1
Ance,Ansel,1
Ance,Anselm,1
Ance,Sonne,1
Anci,Anacska,1
Anci,Ancika,1
Anci,Ani,1
Anci,Anica,1
Anci,Anika,1
Anci,Anka,1
Anci,Anna,1
Anci,Anne,1
Anci,Annus,1
Anci,Annuska,1
Anci,Anuska,1
Anci,Nusica,1
Anci,Panna,1
Anci,Pannika,1
Ancika,Ani,1
Ancika,Anika,1
Ancika,Anka,1
Ancika,Anna,1
Ancika,Annus,1
Ancika,Annuska,1
Ancika,Nusica,1
Ancika,Panna,1
Ancka,Anica,1
Ancka,Anja,1
Ancka,Anka,1
Anda,Fernanda,1
Ande,Al,1
Ande,Alec,1
Ande,Alex,1
Ande,Alexander,1
Ande,Ance,1
Ande,Ander,1
Ande,Anderson,1
Ande,Andre,1
Ande,Andrea,1
Ande,Andrew,1
Ande,Andria,1
Ande,Drew,1
Ande,Ec,1
Ande,Eleck,1
Ande,Sande,1
Ande,Sasha,1
Ande,Sonne,1
Andelija,Anda,1
Andelija,Andelka,1
Andelka,Anda,1
Ander,Alex,1
Ander,Alexander,1
Ander,Ander,1
Ander,Andre,1
Ander,Lex,1
Ander,Sander,1
Ander,Sandy,1
Ander,Sonne,1
Anderson,Ance,1
Anderson,Ander,1
Anderson,Andre,1
Anderson,Sonne,1
Anderxie,Alex,1
Anderxie,Lex,1
Anderxie,Sander,1
Anderxie,Sandy,1
Andi,Drea,1
Andie,Andi,1
Andie,Drea,1
Andranik,Ando,1
Andre,Sonne,1
Andrea,Andi,1
Andrea,Andie,1
Andrea,Andre,1
Andrea,Andrejka,1
Andrea,Andria,1
Andrea,Andy,1
Andrea,Anto,1
Andrea,Antonio,1
Andrea,Drea,1
Andrea,Giu,1
Andreas,Anton,1
Andreea,Deea,1
Andrejka,Andy,1
Andrew,Andy,1
Andrey,Andron,1
Andrey,Andryukha,1
Andrey,Andryusha,1
Andrey,Dron,1
Andrey,Dyukha,1
Andrey,Dyusha,1
Andrija,Andreandrijica,1
Andrija,Andro,1
Andro,Andreandrijica,1
Andron,Andryukha,1
Andron,Dyukha,1
Andryusha,Andron,1
Andryusha,Andryukha,1
Andryusha,Dron,1
Andryusha,Dyukha,1
Andrzej,Jedrek,1
Andrzej,Jedrus,1
Andrzejek,Andrzej,1
Andrzejek,Jedrek,1
Andrzejek,Jedrulek,1
Andrzejek,Jedrus,1
Andu,Anders,1
Andzia,Ania,1
Andzia,Anka,1
Andzia,Anna,1
Andzia,Anulka,1
Andzia,Anuska,1
Anechka,Anna,1
Anechka,Annushka,1
Anechka,Anya,1
Anechka,Anyuta,1
Anechka,Anyutka,1
Anechka,Nyura,1
Anechka,Nyurka,1
Anechka,Nyusha,1
Anechka,Nyuta,1
Aneczka,Andzia,1
Aneczka,Ania,1
Aneczka,Anka,1
Aneczka,Anna,1
Aneczka,Anulka,1
Aneczka,Anusia,1
Aneczka,Anuska,1
Anette,Ann,1
Anette,Anna,1
Anette,Anne,1
Anette,Antoinette,1
Anette,Christina,1
Anette,Hanna,1
Anette,Maryanne,1
Anette,Nan,1
Anette,Nana,1
Anette,Nance,1
Anette,Nanne,1
Anette,Roseanne,1
Anette,Susanna,1
Ange,Jani,1
Angela,Ange,1
Angela,Angelika,1
Angelca,Angela,1
Angelca,Angelika,1
Angelica,Ange,1
Angelica,Angela,1
Angelica,Angeline,1
Angelica,Lena,1
Angelina,Ange,1
Angelina,Angela,1
Angelina,Angelica,1
Angelina,Angeline,1
Angelina,Jane,1
Angelina,Lena,1
Angeline,Ange,1
Angeline,Angela,1
Angeline,Lena,1
Angie,Angela,1
Angie,Angelika,1
Angie,Geli,1
Angus,Gus,1
Ani,Anna,1
Ani,Mima,1
Ania,Anka,1
Ania,Anna,1
Ania,Anuska,1
Anica,Ana,1
Anica,Anja,1
Anicas,Ana,1
Anicas,Aninha,1
Anicas,Aninhas,1
Anicas,Anita,1
Anika,Ani,1
Anika,Anka,1
Anika,Anna,1
Anika,Annus,1
Anika,Annuska,1
Anika,Nusica,1
Anika,Panna,1
Aninhas,Aninha,1
Anita,Ana,1
Anita,Ancka,1
Anita,Anica,1
Anita,Aninha,1
Anita,Aninhas,1
Anita,Anja,1
Anita,Anka,1
Anka,Ani,1
Anka,Anica,1
Anka,Anja,1
Anka,Anna,1
Anka,Anuska,1
Anmaj,Annemarie,1
Ann,Anna,1
Ann,Anne,1
Ann,Annie,1
Ann,Antonia,1
Ann,Jo,1
Ann,Mare,1
Ann,Marianne,1
Ann,Maryanna,1
Ann,Nancy,1
Ann,Net,1
Ann,Roxanna,1
Ann,Roxe,1
Ann,Susanna,1
Annag,Anna,1
Annaig,Anne,1
Annalisa,Anneliese,1
Annalisa,Annie,1
Annamari,Ami,1
Annamari,Ansku,1
Anndran,Anndra,1
Anne,Ancika,1
Anne,Ani,1
Anne,Anika,1
Anne,Anka,1
Anne,Ann,1
Anne,Anna,1
Anne,Annus,1
Anne,Annuska,1
Anne,Lou,1
Anne,Louann,1
Anne,Louanne,1
Anne,Louise,1
Anne,Luanne,1
Anne,Mare,1
Anne,Maria,1
Anne,Marianne,1
Anne,Mary,1
Anne,Maryanna,1
Anne,Nusica,1
Anne,Panna,1
Anne,Roseanne,1
Anne,Susanna,1
Anneliese,Annie,1
Annelise,Ana,1
Annelise,Annalisa,1
Annelise,Anneliese,1
Annelise,Annie,1
Annelise,Lisa,1
Annesofie,Anso,1
Annette,Anne,1
Anni,Anna,1
Anni,Anne,1
Annick,Annaig,1
Annick,Anne,1
Annie,Anna,1
Annie,Anne,1
Annie,Jo,1
Annie,Nancy,1
Annie,Nini,1
Annis,Anna,1
Annis,Anne,1
Annukka,Anna,1
Annukka,Anne,1
Annukka,Annis,1
Annus,Ani,1
Annus,Anka,1
Annus,Anna,1
Annus,Panna,1
Annushka,Anna,1
Annushka,Anya,1
Annushka,Anyuta,1
Annushka,Anyutka,1
Annushka,Nyura,1
Annushka,Nyurka,1
Annuska,Ani,1
Annuska,Anka,1
Annuska,Anna,1
Annuska,Annus,1
Annuska,Panna,1
Ans,Anna,1
Ans,Anne,1
Ans,Anse,1
Anse,Anna,1
Anse,Anne,1
Ansel,Anse,1
Anselm,Anse,1
Anselm,Ansel,1
Ansku,Anna,1
Ansku,Anne,1
Ansku,Annis,1
Ansku,Annukka,1
Ansku,Ansu,1
Ansu,Anna,1
Ansu,Anne,1
Ansu,Annis,1
Ansu,Annukka,1
Ante,Andreas,1
Ante,Antisa,1
Ante,Anton,1
Ante,Antun,1
Ante,Tonci,1
Ante,Tunja,1
Antek,Antoni,1
Anthony,Ant,1
Anthony,Antoine,1
Anthony,Antonio,1
Anthony,Tone,1
Anthony,Tonyt,1
Anto,Andre,1
Anto,Antonio,1
Anto,Giu,1
Antoaneta,Anton,1
Antoine,Antoinette,1
Antoine,Tony,1
Antoinette,Ann,1
Antoinette,Anna,1
Antoinette,Anne,1
Antoinette,Antonia,1
Antoinette,Nan,1
Antoinette,Nanne,1
Antoinette,Net,1
Antoinette,Netta,1
Antoinette,Nette,1
Antoinette,Nettie,1
Antoinette,Roseanne,1
Antoinette,Susanna,1
Antoinette,Toinon,1
Antoinette,Tone,1
Anton,Tono,1
Antoncia,Antonia,1
Antoncia,Tola,1
Antoncia,Toska,1
Antonia,Antoninha,1
Antonia,Net,1
Antonieczka,Antoncia,1
Antonieczka,Antonia,1
Antonieczka,Tola,1
Antonieczka,Toska,1
Antonieta,Tieta,1
Antonija,Toncka,1
Antonillo,Antonete,1
Antonillo,Antonin,1
Antonillo,Antonio,1
Antonillo,Antonito,1
Antonillo,Tono,1
Antonin,Antonete,1
Antonina,Antoncia,1
Antonina,Antonia,1
Antonina,Antonieczka,1
Antonina,Tola,1
Antonina,Tosia,1
Antonina,Toska,1
Antonio,Alfonso,1
Antonio,Andre,1
Antonio,Antoine,1
Antonio,Anton,1
Antonio,Antonete,1
Antonio,Antonin,1
Antonio,Fofo,1
Antonio,Giu,1
Antonio,Salvatore,1
Antonio,To,1
Antonio,Tone,1
Antonio,Tonico,1
Antonio,Tono,1
Antonito,Antonete,1
Antonito,Antonin,1
Antonito,Antonio,1
Antos,Antek,1
Antos,Antoni,1
Antos,Antosiek,1
Antos,Toncio,1
Antosiek,Antek,1
Antosiek,Antoni,1
Antosiek,Toncio,1
Antti,Ana,1
Antti,Anders,1
Antti,Andu,1
Antti,Antsu,1
Antun,Antisa,1
Antun,Tonci,1
Antun,Tunja,1
Anulka,Ania,1
Anulka,Anka,1
Anulka,Anna,1
Anulka,Anuska,1
Anushiravan,Anush,1
Anusia,Andzia,1
Anusia,Ania,1
Anusia,Anka,1
Anusia,Anna,1
Anusia,Anulka,1
Anusia,Anuska,1
Anuska,Anica,1
Anuska,Anna,1
Anya,Anna,1
Anya,Anyuta,1
Anyuta,Anna,1
Anyutka,Anna,1
Anyutka,Anya,1
Anyutka,Anyuta,1
Anzej,Ange,1
Anzej,Janez,1
Anzej,Jani,1
Aodh,Aodhan,1
Aodhagan,Aodh,1
Aodhagan,Aodhan,1
Aparecida,Cida,1
Aparecida,Cidinha,1
Aphinius,Alphinias,1
Aphinius,Alphus,1
Aphinius,Phineas,1
Aphrodite,Dyce,1
Apo,Abdullah,1
Apoapo,Apostol,1
Appoline,Appe,1
Aquilla,Acuille,1
Aquilla,Quil,1
Aquilla,Quille,1
Ara,Anabelle,1
Ara,Arabella,1
Ara,Arre,1
Ara,Bella,1
Ara,Belle,1
Arabelle,Anabelle,1
Arabelle,Ara,1
Arabelle,Arabella,1
Arabelle,Arre,1
Arabelle,Bell,1
Arabelle,Bella,1
Arabelle,Belle,1
Arabelle,Isabella,1
Arabelle,Mehitabel,1
Aravindha,Araa,1
Arch,Arche,1
Arch,Archelous,1
Arch,Archibald,1
Arche,Archelous,1
Arche,Archibald,1
Archibald,Archelous,1
Archibald,Archie,1
Archy,Archibald,1
Archy,Archie,1
Arde,Ardeshir,1
Are,Arielle,1
Areczek,Arkadiusz,1
Arek,Areczek,1
Arek,Arkadiusz,1
Arend,Aart,1
Ari,Arska,1
Arifa,Afaq,1
Arifa,Afat,1
Arik,Ariel,1
Arju,Arjuna,1
Arlene,Arle,1
Armando,Andy,1
Armena,Arre,1
Armena,Mena,1
Arne,Arnold,1
Arne,Ronald,1
Arnes,Aake,1
Arnes,Aarne,1
Arnes,Aarno,1
Arnes,Arska,1
Arnold,Arnie,1
Arre,Arabella,1
Arsen,Arsa,1
Arsen,Arsenije,1
Arsen,Arso,1
Arsenije,Arsa,1
Arsenije,Arso,1
Arska,Aarno,1
Arso,Arsa,1
Arthur,Art,1
Arthur,Arty,1
Artie,Art,1
Artie,Arthur,1
Artie,Arty,1
Arty,Art,1
Artyom,Tyomych,1
Arus,Areczek,1
Arus,Arek,1
Arus,Arkadiusz,1
Arzada,Zadde,1
Asdoli,Asadollah,1
Asenath,Assene,1
Asenath,Natte,1
Asenath,Sene,1
Ash,Ashley,1
Ashy,Ash,1
Ashy,Ashley,1
Asia,Joaska,1
Aska,Asia,1
Aska,Asif,1
Aska,Joaska,1
Assene,Sene,1
Asya,Anastasiya,1
Asya,Nastasya,1
Asya,Nastenka,1
Asya,Nastka,1
Asya,Nastya,1
Asya,Nastyona,1
Asya,Nastyushka,1
Asya,Natasha,1
Asya,Stasya,1
Audrey,Aud,1
Auge,August,1
Auge,Augusta,1
Auge,Gus,1
Auguetus,August,1
Auguetus,Augustine,1
Auguetus,Gatebe,1
Auguetus,Gatse,1
Auguetus,Gus,1
Auguetus,Gusse,1
Auguetus,Gustus,1
August,Auggie,1
August,Auggy,1
August,Augustus,1
August,Gatebe,1
August,Gatse,1
August,Gus,1
August,Gussie,1
August,Gustus,1
Augusta,August,1
Augusta,Gus,1
Augustin,Gus,1
Augustin,Tintin,1
Augustina,Agge,1
Augustina,Auge,1
