key,list_first_name,list_last_name,txn_first_name,txn_last_name,is_match
192,Ado,LAWRENCE,Dolph,LAWRENCE,1
193,Adolf,ELLIOTT,Ado,ELLIOTT,1
194,Adolf,CHAVEZ,Adoph,CHAVEZ,1
195,Adolf,SIMS,Dolf,SIMS,1
196,Adolf,AUSTIN,Dolph,AUSTIN,1
197,Adolphus,PETERS,Ad,PETERS,1
198,Adolphus,KELLEY,Ado,KELLEY,1
199,Adolphus,FRANKLIN,Adolf,FRANKLIN,1
200,Adolphus,LAWSON,Adoph,LAWSON,1
201,Adolphus,FIELDS,Dolph,FIELDS,1
202,Adolphus,GUTIERREZ,Olph,GUTIERREZ,1
203,Adolphus,RYAN,Rolf,RYAN,1
204,Adolphus,SCHMIDT,Rollo,SCHMIDT,1
205,Adolphus,CARR,Rudolph,CARR,1
206,Adolphus,VASQUEZ,Rudolphus,VASQUEZ,1
207,Adoph,CASTILLO,Ado,CASTILLO,1
208,Adoph,WHEELER,Dolph,WHEELER,1
209,Adrian,CHAPMAN,Adi,CHAPMAN,1
210,Adriana,OLIVER,Dri,OLIVER,1
211,Adriana,MONTGOMERY,Drica,MONTGOMERY,1
212,Afa,RICHARDS,Afaq,RICHARDS,1
213,Afa,WILLIAMSON,Afat,WILLIAMSON,1
214,Afa,JOHNSTON,Arifa,JOHNSTON,1
215,Afat,BANKS,Afaq,BANKS,1
216,Ag,MEYER,Adde,MEYER,1
217,Ag,BISHOP,Agatha,BISHOP,1
218,Ag,MCCOY,Agge,MCCOY,1
219,Ag,HOWELL,Agnes,HOWELL,1
220,Aga,ALVAREZ,Agahel,ALVAREZ,1
221,Aga,MORRISON,Asaph,MORRISON,1
222,Agahel,HANSEN,Asaph,HANSEN,1
223,Agatha,FERNANDEZ,Agnes,FERNANDEZ,1
224,Agge,GARZA,Adde,GARZA,1
225,Agge,HARVEY,Agatha,HARVEY,1
226,Agge,LITTLE,Agnes,LITTLE,1
227,Agge,BURTON,Ann,BURTON,1
228,Agge,STANLEY,Auge,STANLEY,1
229,Agge,NGUYEN,August,NGUYEN,1
230,Agge,GEORGE,Augusta,GEORGE,1
231,Agge,JACOBS,Gus,JACOBS,1
232,Agge,REID,Guse,REID,1
233,Agge,KIM,Gusse,KIM,1
234,Agge,FULLER,Inez,FULLER,1
235,Agge,LYNCH,Nance,LYNCH,1
236,Agge,DEAN,Nessa,DEAN,1
237,Agge,GILBERT,Nesse,GILBERT,1
238,Agge,GARRETT,Tina,GARRETT,1
239,Aggie,ROMERO,Agnes,ROMERO,1
240,Aggie,WELCH,Nes,WELCH,1
241,Aggie,LARSON,Nesey,LARSON,1
242,Agnes,FRAZIER,Aggie,FRAZIER,1
243,Agnes,BURKE,Ann,BURKE,1
244,Agnes,HANSON,Nancy,HANSON,1
245,Agniesia,DAY,Aga,DAY,1
246,Agniesia,MENDOZA,Agnieszka,MENDOZA,1
247,Agniesia,MORENO,Agunia,MORENO,1
248,Agniesia,BOWMAN,Agusia,BOWMAN,1
249,Agniesia,MEDINA,Jagusia,MEDINA,1
250,Agnieszka,FOWLER,Aga,FOWLER,1
251,Agnieszka,BREWER,Agunia,BREWER,1
252,Agnieszka,HOFFMAN,Agusia,HOFFMAN,1
253,Agunia,CARLSON,Aga,CARLSON,1
254,Agusia,SILVA,Aga,SILVA,1
255,Agusia,PEARSON,Agunia,PEARSON,1
256,Akin,HOLLAND,Akinwande,HOLLAND,1
257,Akin,DOUGLAS,Wande,DOUGLAS,1
258,Al,FLEMING,Ala,FLEMING,1
259,Al,JENSEN,Alastair,JENSEN,1
260,Al,VARGAS,Alderick,VARGAS,1
261,Al,BYRD,Alec,BYRD,1
262,Al,DAVIDSON,Alex,DAVIDSON,1
263,Al,HOPKINS,Bert,HOPKINS,1
264,Al,MAY,Bertie,MAY,1
265,Al,TERRY,Ec,TERRY,1
266,Al,HERRERA,Sande,HERRERA,1
267,Al,WADE,Sander,WADE,1
268,Al,SOTO,Sasha,SOTO,1
269,Ala,WALTERS,Alastair,WALTERS,1
270,Alaina,CURTIS,Elaina,CURTIS,1
271,Alaina,NEAL,Elaine,NEAL,1
272,Alaina,CALDWELL,Eleanor,CALDWELL,1
273,Alaina,LOWE,Laine,LOWE,1
274,Alan,JENNINGS,Al,JENNINGS,1
275,Alan,BARNETT,Alanson,BARNETT,1
276,Alan,GRAVES,Allan,GRAVES,1
277,Alan,JIMENEZ,Allen,JIMENEZ,1
278,Alan,HORTON,Lanson,HORTON,1
279,Alan,SHELTON,Len,SHELTON,1
280,Alan,BARRETT,Lonson,BARRETT,1
281,Alanson,OBRIEN,Al,OBRIEN,1
282,Alanson,CASTRO,Lanson,CASTRO,1
283,Alanson,SUTTON,Lonson,SUTTON,1
284,Alasdair,GREGORY,Alasdairean,GREGORY,1
285,Alasdran,MCKINNEY,Alasdair,MCKINNEY,1
286,Alasdran,LUCAS,Alasdairean,LUCAS,1
287,Albert,MILES,Ab,MILES,1
288,Albert,CRAIG,Al,CRAIG,1
289,Albert,RODRIQUEZ,Appie,RODRIQUEZ,1
290,Albert,CHAMBERS,Bert,CHAMBERS,1
291,Albert,HOLT,Berti,HOLT,1
292,Albert,LAMBERT,Bertie,LAMBERT,1
293,Albert,FLETCHER,Berto,FLETCHER,1
294,Albertine,WATTS,Abertina,WATTS,1
295,Albertine,BATES,Alberta,BATES,1
296,Albertine,HALE,Elbert,HALE,1
297,Alberto,RHODES,Al,RHODES,1
298,Alberto,PENA,Albert,PENA,1
299,Alberto,BECK,Francesco,BECK,1
300,Alberto,NEWMAN,Vincenzo,NEWMAN,1
301,Ale,HAYNES,Alecu,HAYNES,1
302,Ale,MCDANIEL,Alex,MCDANIEL,1
303,Ale,MENDEZ,Alexandru,MENDEZ,1
304,Ale,BUSH,Alice,BUSH,1
305,Ale,VAUGHN,Alicia,VAUGHN,1
306,Ale,PARKS,Alisha,PARKS,1
307,Ale,DAWSON,Alison,DAWSON,1
308,Ale,SANTIAGO,Ele,SANTIAGO,1
309,Ale,NORRIS,Elicia,NORRIS,1
310,Ale,HARDY,Elisha,HARDY,1
311,Ale,LOVE,Else,LOVE,1
312,Ale,STEELE,Sandu,STEELE,1
313,Alec,CURRY,Al,CURRY,1
314,Alec,POWERS,Alex,POWERS,1
315,Alec,SCHULTZ,Alexander,SCHULTZ,1
316,Alec,BARKER,Ec,BARKER,1
317,Alec,GUZMAN,Lex,GUZMAN,1
318,Alec,PAGE,Sande,PAGE,1
319,Alec,MUNOZ,Sander,MUNOZ,1
320,Alec,BALL,Sandy,BALL,1
321,Alek,KELLER,Aleks,KELLER,1
322,Alek,CHANDLER,Aleksander,CHANDLER,1
323,Alek,WEBER,Oleczek,WEBER,1
324,Alek,LEONARD,Olek,LEONARD,1
325,Alek,WALSH,Oleniek,WALSH,1
326,Alek,LYONS,Olus,LYONS,1
327,Aleks,RAMSEY,Aco,RAMSEY,1
328,Aleks,WOLFE,Aleksa,WOLFE,1
329,Aleks,SCHNEIDER,Aleksander,SCHNEIDER,1
330,Aleks,MULLINS,Aleksandra,MULLINS,1
331,Aleks,BENSON,Sande,BENSON,1
332,Aleks,SHARP,Saska,SHARP,1
333,Aleksa,BOWEN,Aco,BOWEN,1
334,Aleksandar,DANIEL,Aca,DANIEL,1
335,Aleksandar,BARBER,Aco,BARBER,1
336,Aleksandar,CUMMINGS,Aleks,CUMMINGS,1
337,Aleksandar,HINES,Aleksa,HINES,1
338,Aleksandar,BALDWIN,Sale,BALDWIN,1
339,Aleksandar,GRIFFITH,Sande,GRIFFITH,1
340,Aleksandar,VALDEZ,Sasa,VALDEZ,1
341,Aleksandar,HUBBARD,Sasho,HUBBARD,1
342,Aleksandr,SALAZAR,Aleksandra,SALAZAR,1
343,Aleksandr,REEVES,Sanka,REEVES,1
344,Aleksandr,WARNER,Sanya,WARNER,1
345,Aleksandr,STEVENSON,Sasha,STEVENSON,1
346,Aleksandr,BURGESS,Sashechka,BURGESS,1
347,Aleksandr,SANTOS,Sashenka,SANTOS,1
348,Aleksandr,TATE,Sashka,TATE,1
349,Aleksandr,CROSS,Shura,CROSS,1
350,Aleksandr,GARNER,Shurik,GARNER,1
351,Aleksandr,MANN,Shurka,MANN,1
352,Aleksandr,MACK,Shurochka,MACK,1
353,Aleksandra,MOSS,Aleks,MOSS,1
354,Aleksandra,THORNTON,Sandra,THORNTON,1
355,Aleksandra,DENNIS,Sasa,DENNIS,1
356,Aleksandra,MCGEE,Sasha,MCGEE,1
357,Aleksandra,FARMER,Shurik,FARMER,1
358,Aleksandro,DELGADO,Alecjo,DELGADO,1
359,Aleksanteri,AGUILAR,Aleksi,AGUILAR,1
360,Aleksej,VEGA,Aleks,VEGA,1
361,Aleksej,GLOVER,Ales,GLOVER,1
362,Aleksey,MANNING,Alyosha,MANNING,1
363,Aleksey,COHEN,Alyoshenka,COHEN,1
364,Aleksey,HARMON,Alyoshka,HARMON,1
365,Aleksey,RODGERS,Lycha,RODGERS,1
366,Aleksi,ROBBINS,Leksi,ROBBINS,1
367,Aleksic,NEWTON,Aleks,NEWTON,1
368,Aleksic,TODD,Aleksandra,TODD,1
369,Aleksic,BLAIR,Saska,BLAIR,1
370,Aleksica,HIGGINS,Acika,HIGGINS,1
371,Aleksica,INGRAM,Aleks,INGRAM,1
372,Aleksica,REESE,Aleksandra,REESE,1
373,Aleksica,CANNON,Aleksic,CANNON,1
374,Aleksica,STRICKLAND,Aleksinka,STRICKLAND,1
375,Aleksica,TOWNSEND,Sandra,TOWNSEND,1
376,Aleksica,POTTER,Sasa,POTTER,1
377,Aleksica,GOODWIN,Saska,GOODWIN,1
378,Aleksinka,WALTON,Acika,WALTON,1
379,Aleksinka,ROWE,Aleks,ROWE,1
380,Aleksinka,HAMPTON,Aleksandra,HAMPTON,1
381,Aleksinka,ORTEGA,Aleksic,ORTEGA,1
382,Aleksinka,PATTON,Sandra,PATTON,1
383,Aleksinka,SWANSON,Saska,SWANSON,1
384,Alenka,JOSEPH,Helena,JOSEPH,1
385,Alenka,FRANCIS,Lenka,FRANCIS,1
386,Alenka,GOODMAN,Magdalena,GOODMAN,1
387,Alenka,MALDONADO,Maja,MALDONADO,1
388,Alenka,YATES,Majda,YATES,1
389,Ales,BECKER,Aleks,BECKER,1
390,Aleva,ERICKSON,Leve,ERICKSON,1
391,Alex,HODGES,Al,HODGES,1
392,Alex,RIOS,Ala,RIOS,1
393,Alex,CONNER,Alastair,CONNER,1
394,Alex,ADKINS,Alec,ADKINS,1
395,Alex,WEBSTER,Alecu,WEBSTER,1
396,Alex,NORMAN,Alex,NORMAN,1
397,Alex,MALONE,Alexander,MALONE,1
398,Alex,HAMMOND,Alexandra,HAMMOND,1
399,Alex,FLOWERS,Ali,FLOWERS,1
400,Alex,COBB,Cass,COBB,1
401,Alex,MOODY,Ec,MOODY,1
402,Alex,QUINN,Lee,QUINN,1
403,Alex,BLAKE,Lexi,BLAKE,1
404,Alex,MAXWELL,Sande,MAXWELL,1
405,Alex,POPE,Sander,POPE,1
406,Alex,FLOYD,Sandra,FLOYD,1
407,Alex,OSBORNE,Sandu,OSBORNE,1
408,Alex,PAUL,Sandy,PAUL,1
409,Alex,MCCARTHY,Sasha,MCCARTHY,1
410,Alex,GUERRERO,Xana,GUERRERO,1
411,Alex,LINDSEY,Xande,LINDSEY,1
412,Alex,ESTRADA,Xaninha,ESTRADA,1
413,Alex,SANDOVAL,Xlexandre,SANDOVAL,1
414,Alexa,GIBBS,Alex,GIBBS,1
415,Alexa,TYLER,Alexandria,TYLER,1
416,Alexa,GROSS,Lex,GROSS,1
417,Alexa,FITZGERALD,Lexa,FITZGERALD,1
418,Alexa,STOKES,Lexi,STOKES,1
419,Alexa,DOYLE,Sandra,DOYLE,1
420,Alexa,SHERMAN,Sandy,SHERMAN,1
421,Alexander,SAUNDERS,Al,SAUNDERS,1
422,Alexander,WISE,Alec,WISE,1
423,Alexander,COLON,Alex,COLON,1
424,Alexander,GILL,Alexandr,GILL,1
425,Alexander,ALVARADO,Ander,ALVARADO,1
426,Alexander,GREER,Ec,GREER,1
427,Alexander,PADILLA,Eleck,PADILLA,1
428,Alexander,SIMON,Lexi,SIMON,1
429,Alexander,WATERS,Sande,WATERS,1
430,Alexander,NUNEZ,Sander,NUNEZ,1
431,Alexander,BALLARD,Sandy,BALLARD,1
432,Alexander,SCHWARTZ,Sasa,SCHWARTZ,1
433,Alexander,MCBRIDE,Sasha,MCBRIDE,1
434,Alexandra,HOUSTON,Alex,HOUSTON,1
435,Alexandra,CHRISTENSEN,Alexa,CHRISTENSEN,1
436,Alexandra,KLEIN,Alexander,KLEIN,1
437,Alexandra,PRATT,Alexandria,PRATT,1
438,Alexandra,BRIGGS,Alexia,BRIGGS,1
439,Alexandra,PARSONS,Cass,PARSONS,1
440,Alexandra,MCLAUGHLIN,Lex,MCLAUGHLIN,1
441,Alexandra,ZIMMERMAN,Lexa,ZIMMERMAN,1
442,Alexandra,FRENCH,Lexi,FRENCH,1
443,Alexandra,BUCHANAN,Sande,BUCHANAN,1
444,Alexandra,MORAN,Sandra,MORAN,1
445,Alexandra,COPELAND,Sandy,COPELAND,1
446,Alexandra,ROY,Sasha,ROY,1
447,Alexandra,PITTMAN,Xan,PITTMAN,1
448,Alexandra,BRADY,Xandra,BRADY,1
449,Alexandre,MCCORMICK,Alex,MCCORMICK,1
450,Alexandre,HOLLOWAY,Anderxie,HOLLOWAY,1
451,Alexandre,BROCK,Lex,BROCK,1
452,Alexandre,POOLE,Sander,POOLE,1
453,Alexandre,FRANK,Sandy,FRANK,1
454,Alexandria,LOGAN,Alex,LOGAN,1
455,Alexandria,OWEN,Cass,OWEN,1
456,Alexandria,BASS,Lexi,BASS,1
457,Alexandria,MARSH,Sande,MARSH,1
458,Alexandria,DRAKE,Sandra,DRAKE,1
459,Alexandria,WONG,Sandy,WONG,1
460,Alexandria,JEFFERSON,Sasha,JEFFERSON,1
461,Alexandru,PARK,Alecu,PARK,1
462,Alexandru,MORTON,Alex,MORTON,1
463,Alexandru,ABBOTT,Sandu,ABBOTT,1
464,Alexia,SPARKS,Sandra,SPARKS,1
465,Alf,PATRICK,Affe,PATRICK,1
466,Alf,NORTON,Al,NORTON,1
467,Alf,HUFF,Alfie,HUFF,1
468,Alf,CLAYTON,Alfred,CLAYTON,1
469,Alfe,MASSEY,Al,MASSEY,1
470,Alfe,LLOYD,Alf,LLOYD,1
471,Alfe,FIGUEROA,Alfred,FIGUEROA,1
472,Alfe,CARSON,Alfreda,CARSON,1
473,Alfe,BOWERS,Fred,BOWERS,1
474,Alfe,ROBERSON,Freda,ROBERSON,1
475,Alfe,BARTON,Fredde,BARTON,1
476,Alfe,TRAN,Frieda,TRAN,1
477,Alfie,LAMB,Al,LAMB,1
478,Alfie,HARRINGTON,Alf,HARRINGTON,1
479,Alfie,CASEY,Alfred,CASEY,1
480,Alfie,BOONE,Fred,BOONE,1
481,Alfie,CORTEZ,Freddy,CORTEZ,1
482,Alfred,CLARKE,Al,CLARKE,1
483,Alfred,MATHIS,Alf,MATHIS,1
484,Alfred,SINGLETON,Alfie,SINGLETON,1
485,Alfreda,WILKINS,Freda,WILKINS,1
486,Alfreda,CAIN,Fredde,CAIN,1
487,Ali,BRYAN,Alexandra,BRYAN,1
488,Ali,UNDERWOOD,Alicia,UNDERWOOD,1
489,Ali,HOGAN,Allison,HOGAN,1
490,Alice,MCKENZIE,Ali,MCKENZIE,1
491,Alice,COLLIER,Alicia,COLLIER,1
492,Alice,LUNA,Alisha,LUNA,1
493,Alice,PHELPS,Allison,PHELPS,1
494,Alice,MCGUIRE,Baisse,MCGUIRE,1
495,Alice,ALLISON,Bess,ALLISON,1
496,Alice,BRIDGES,Besse,BRIDGES,1
497,Alice,WILKERSON,Beth,WILKERSON,1
498,Alice,NASH,Bethia,NASH,1
499,Alice,SUMMERS,Betse,SUMMERS,1
500,Alice,ATKINS,Bette,ATKINS,1
501,Alice,WILCOX,Bitse,WILCOX,1
502,Alice,PITTS,Ele,PITTS,1
503,Alice,CONLEY,Elicia,CONLEY,1
504,Alice,MARQUEZ,Elis,MARQUEZ,1
505,Alice,BURNETT,Elisha,BURNETT,1
506,Alice,RICHARD,Elissa,RICHARD,1
507,Alice,COCHRAN,Elizabeth,COCHRAN,1
508,Alice,CHASE,Else,CHASE,1
509,Alice,DAVENPORT,Lib,DAVENPORT,1
510,Alice,HOOD,Libbe,HOOD,1
511,Alice,GATES,Lidde,GATES,1
512,Alice,CLAY,Lise,CLAY,1
513,Alice,AYALA,Liz,AYALA,1
514,Alice,SAWYER,Lizabeth,SAWYER,1
515,Alice,ROMAN,Lizzie,ROMAN,1
516,Alicia,VAZQUEZ,Allison,VAZQUEZ,1
517,Alicia,DICKERSON,Elicia,DICKERSON,1
518,Aline,HODGE,Ada,HODGE,1
519,Aline,ACOSTA,Adaline,ACOSTA,1
520,Aline,FLYNN,Adela,FLYNN,1
521,Aline,ESPINOZA,Adelaide,ESPINOZA,1
522,Aline,NICHOLSON,Delia,NICHOLSON,1
523,Aline,MONROE,Dell,MONROE,1
524,Aline,WOLF,Edith,WOLF,1
525,Aline,MORROW,Lena,MORROW,1
526,Alisha,KIRK,Alicia,KIRK,1
527,Alisha,RANDALL,Baisse,RANDALL,1
528,Alisha,ANTHONY,Bess,ANTHONY,1
529,Alisha,WHITAKER,Besse,WHITAKER,1
530,Alisha,OCONNOR,Beth,OCONNOR,1
531,Alisha,SKINNER,Bethia,SKINNER,1
532,Alisha,WARE,Bette,WARE,1
533,Alisha,MOLINA,Ele,MOLINA,1
534,Alisha,KIRBY,Elicia,KIRBY,1
535,Alisha,HUFFMAN,Elisha,HUFFMAN,1
536,Alisha,BRADFORD,Elizabeth,BRADFORD,1
537,Alisha,CHARLES,Else,CHARLES,1
538,Alisha,GILMORE,Lib,GILMORE,1
539,Alisha,DOMINGUEZ,Lidde,DOMINGUEZ,1
540,Alisha,ONEAL,Lise,ONEAL,1
541,Alisha,BRUCE,Liz,BRUCE,1
542,Alisha,LANG,Lizabeth,LANG,1
543,Alisha,COMBS,Lizzie,COMBS,1
544,Alison,KRAMER,Ali,KRAMER,1
545,Alison,HEATH,Alice,HEATH,1
546,Alison,HANCOCK,Alicia,HANCOCK,1
